(Ratboy, Ratboy Skogstrom)
(Turas, Elliott Oswald)
(Turas, Fiona Larkin)
(Turas, Pamela J. Gray)
(Turas, Maureen Ashby)
(Turas, Piermont 'Piney' Winston)
(Turas, Michael Casey)
(Turas, Jackson 'Jax' Teller)
(Turas, Patrick St. Esprit)
(Turas, Mitch Pileggi)
(Turas, Harry 'Opie' Winston)
(Turas, Marya Delver)
(Turas, Katey Sagal)
(Turas, Sean Casey)
(Turas, Dominic Keating)
(Turas, Liam O'Neill)
(Turas, Luther Barkwill)
(Turas, Ron Perlman)
(Turas, Clarence 'Clay' Morrow)
(Turas, Jose Pablo Cantillo)
(Turas, Kerrianne Larkin-Telford)
(Turas, Frank Potter)
(Turas, Padraic Telford)
(Turas, Victor Newmark)
(Turas, Kirk Bovill)
(Turas, Happy)
(Turas, Donny)
(Turas, Kozik)
(Turas, Hector Salazar)
(Turas, Jacob Hale Jr.)
(Turas, Kellan Ashby)
(Turas, David Labrava)
(Turas, Jeff Kober)
(Turas, Lochán Mór)
(Turas, Brady Dahl)
(Turas, Sons of Anarchy)
(Turas, Darren Keefe)
(Turas, Scrum)
(Turas, Season 3)
(Turas, Charlie Hunnam)
(Turas, Paula Malcolmson)
(Turas, McNally Sagal)
(Turas, Candy Eglee)
(Ralph Nunez, Seeds)
(Ralph Nunez, Sons of Anarchy)
(Leo Kessler, Charming)
(Leo Kessler, SAMCRO)
(Leo Kessler, Jacob Hale)
(Leo Kessler, David Hale)
(Leo Kessler, Fun Town)
(Leo Kessler, Fat Clown)
(Leo Kessler, Tristen Oswald)
(Leo Kessler, Steve Kramer)
(John Abendroth, Kenny Winston)
(John Abendroth, Kenny Winston - List of Appearances)
(John Abendroth, Sons of Anarchy)
(Mike Cochrane, Jimmy Smits)
(Mike Cochrane, Kenny Johnson)
(Mike Cochrane, CCH Pounder)
(Mike Cochrane, Sons of Anarchy)
(Mike Cochrane, Malcolm-Jamal Warner)
(Mike Cochrane, Glenn Plummer)
(Mike Cochrane, Billy Brown)
(Mike Cochrane, Al Vicente)
(Mike Cochrane, David Rees Snell)
(Mike Cochrane, Seeds)
(Mike Cochrane, Peter Weller)
(Mike Cochrane, Brad Carter)
(Mike Cochrane, Douglas Bennett)
(Mike Cochrane, Benito Martinez)
(Mike Cochrane, Walton Goggins)
(Mike Cochrane, Josh Wingate)
(Mike Cochrane, Olivia Burnette)
(Mike Cochrane, David Marciano)
(Mike Cochrane, Jay Karnes)
(Michael Casey, SAMBEL)
(Michael Casey, Jimmy O'Phelan)
(Michael Casey, SAMCRO)
(Michael Casey, Oiled)
(Michael Casey, Cameron Hayes)
(Michael Casey, Belfast)
(Michael Casey, Kellan Ashby)
(Michael Casey, Sean Casey)
(Michael Casey, True IRA)
(Michael Casey, Glenn Keogh)
(Michael Casey, Turas)
(Frecks, Brewster)
(Frecks, Vandross)
(Frecks, Luther)
(Frecks, Khleo Thomas)
(Ezra Masters, J'ai Obtenu Cette)
(Ezra Masters, Sons of Anarchy)
(The Sleep of Babies, Kenny Winston)
(The Sleep of Babies, Gemma Teller Morrow)
(The Sleep of Babies, Sprague Grayden)
(The Sleep of Babies, Dayton Callie)
(The Sleep of Babies, Tayler Sheridan)
(The Sleep of Babies, Luann Delaney)
(The Sleep of Babies, Lela Cortines)
(The Sleep of Babies, Tory Kittles)
(The Sleep of Babies, Kim Coates)
(The Sleep of Babies, Estevez)
(The Sleep of Babies, One-Niners)
(The Sleep of Babies, Donna Winston)
(The Sleep of Babies, Juice Ortiz)
(The Sleep of Babies, Tara Knowles)
(The Sleep of Babies, Derwin Jordan)
(The Sleep of Babies, Mark Boone Junior)
(The Sleep of Babies, Emilio Rivera)
(The Sleep of Babies, Julie Ariola)
(The Sleep of Babies, Laroy Wayne)
(The Sleep of Babies, Tommy Flanagan)
(The Sleep of Babies, Marcos de la Cruz)
(The Sleep of Babies, Theo Rossi)
(The Sleep of Babies, David Hale)
(The Sleep of Babies, Bjorn Johnson)
(The Sleep of Babies, Sons of Anarchy)
(The Sleep of Babies, Charlie Hunnam)
(The Sleep of Babies, Season 1)
(The Sleep of Babies, Wendy Case)
(The Sleep of Babies, SAMCRO)
(The Sleep of Babies, Piney Winston)
(The Sleep of Babies, Mayans Motorycle Club)
(The Sleep of Babies, Capybara)
(The Sleep of Babies, Rosen)
(The Sleep of Babies, Drea de Matteo)
(The Sleep of Babies, Ashley Monique Clark)
(The Sleep of Babies, Johnny Lewis)
(The Sleep of Babies, Steven Koller)
(The Sleep of Babies, June Stahl)
(The Sleep of Babies, Dendrie Taylor)
(The Sleep of Babies, Ally Walker)
(The Sleep of Babies, The Revelator)
(The Sleep of Babies, Kurt Sutter)
(The Sleep of Babies, Margot Demeter)
(The Sleep of Babies, Maggie Siff)
(The Sleep of Babies, Katey Sagal)
(The Sleep of Babies, Charming)
(The Sleep of Babies, Terrence O'Hara)
(The Sleep of Babies, Opie Winston)
(The Sleep of Babies, Ron Perlman)
(The Sleep of Babies, Abel Teller)
(The Sleep of Babies, William Lucking)
(The Sleep of Babies, Mary Winston)
(The Sleep of Babies, Smith)
(The Sleep of Babies, Bobby Munson)
(The Sleep of Babies, Chibs Telford)
(The Sleep of Babies, Ryan Hurst)
(The Sleep of Babies, John Abendroth)
(The Sleep of Babies, Marcus Alvarez)
(The Sleep of Babies, Eviqua Michaels)
(The Sleep of Babies, Ellie Winston)
(The Sleep of Babies, Bureau of Alcohol, Tobacco, Firearms and Explosives)
(The Sleep of Babies, Emily Putner)
(The Sleep of Babies, Half Sack Epps)
(The Sleep of Babies, Lowell Harland, Jr.)
(The Sleep of Babies, Jax Teller)
(The Sleep of Babies, Tig Trager)
(The Sleep of Babies, Wayne Unser)
(The Sleep of Babies, Olivia Burnette)
(The Sleep of Babies, Otto Delaney)
(The Sleep of Babies, Keir O'Donnell)
(The Sleep of Babies, Clay Morrow)
(David Grant Wright, To Be, Act 2)
(David Grant Wright, Sons of Anarchy)
(Emily Putner, John Teller)
(Emily Putner, Homeless Woman)
(Emily Putner, Gary Putner)
(Emily Putner, Jax Teller)
(Emily Putner, Brooke Putner)
(Emily Putner, John 8:32)
(Carmel Wynne, Capybara)
(Carmel Wynne, Sons of Anarchy)
(San Joaquin County, Charming)
(Belfast, Cameron Hayes)
(Belfast, SAMCRO)
(Belfast, Season 3)
(Belfast, Abel Teller)
(Belfast, SAMBEL)
(Belfast, Jax Teller)
(Leo Pirelli, SAMCRO)
(Leo Pirelli, Galindo Cartel)
(Leo Pirelli, Clay Morrow)
(Leo Pirelli, Peter Onorati)
(Leo Pirelli, Frankie Diamonds)
(Leo Pirelli, Andare Pescare)
(Leo Pirelli, True IRA)
(Leo Pirelli, Pirelli Crime Family)
(Georgie's Muscle, Bobby Munson)
(Georgie's Muscle, SAMCRO)
(Georgie's Muscle, Chuck Marstein)
(Georgie's Muscle, Georgie Caruso)
(Georgie's Muscle, Luann Delaney)
(Georgie's Muscle, Potlatch)
(Georgie's Muscle, Jaye Razor)
(Georgie's Muscle, Small Tears)
(Georgie's Muscle, Lyla Winston)
(Georgie's Muscle, Jax Teller)
(Emilio Rivera, Tig Trager)
(Emilio Rivera, Marcus Alvarez)
(Emilio Rivera, Marcus Alvarez - List of Appearances)
(Emilio Rivera, Sons of Anarchy)
(Joey Anaya, Elian Perez)
(Joey Anaya, Albification)
(Joey Anaya, Sons of Anarchy)
(James Cosmo, Kellan Ashby)
(James Cosmo, Kellan Ashby - List of Appearances)
(James Cosmo, Sons of Anarchy)
(Delaney, Luann Delaney)
(Delaney, Otto 'Big Otto' Delaney)
(Russell Divine, Laroy Wayne)
(Russell Divine, Ronald William Lawrence)
(Russell Divine, SAMCRO)
(Russell Divine, Venus Bell)
(Russell Divine, Dion)
(Russell Divine, Gilead)
(Russell Divine, Black Guerrilla Family)
(Russell Divine, Clay Morrow)
(Natalie Skyy, Kiki)
(Natalie Skyy, Kiki - List of Appearances)
(Natalie Skyy, Sons of Anarchy)
(Roarke, Brendan Roarke)
(Burton Perez, Una Venta)
(Burton Perez, Sons of Anarchy)
(Brian Goodman, Huff)
(Brian Goodman, Una Venta)
(Brian Goodman, Sons of Anarchy)
(Ramon Camacho, J'ai Obtenu Cette)
(Ramon Camacho, Sons of Anarchy)
(Lela Cortines, Ellie Winston - List of Appearances)
(Lela Cortines, Ellie Winston)
(Lela Cortines, Sons of Anarchy)
(Federal Bureau of Investigation, Ronald Zwersky)
(Federal Bureau of Investigation, Edmond Hayes)
(Federal Bureau of Investigation, Russian Mafia)
(Federal Bureau of Investigation, Cameron Hayes)
(Federal Bureau of Investigation, Lane)
(Federal Bureau of Investigation, Lincoln Potter)
(Federal Bureau of Investigation, Polly Zobelle)
(Federal Bureau of Investigation, Wright)
(Federal Bureau of Investigation, Abel Teller)
(Federal Bureau of Investigation, Ethan Zobelle)
(Federal Bureau of Investigation, Viktor Putlova)
(Federal Bureau of Investigation, Bureau of Alcohol, Tobacco, Firearms and Explosives)
(Federal Bureau of Investigation, Half Sack Epps)
(Federal Bureau of Investigation, Charming Police Department)
(Federal Bureau of Investigation, Kessler)
(Federal Bureau of Investigation, L.O.A.N.)
(Federal Bureau of Investigation, True IRA)
(Federal Bureau of Investigation, Gemma Teller Morrow)
(Federal Bureau of Investigation, Tara Knowles)
(Federal Bureau of Investigation, SAMCRO)
(Federal Bureau of Investigation, Aryan Brotherhood)
(Federal Bureau of Investigation, June Stahl)
(Freddy Andreiuci, Andare Pescare)
(Freddy Andreiuci, Petey)
(Freddy Andreiuci, Sons of Anarchy)
(Kelly Lamarr, Sons of Anarchy)
(Kelly Lamarr, Fun Town)
(Andrea Toledo, To Be, Act 1)
(Andrea Toledo, Sons of Anarchy)
(Marco Ramirez, Sons of Anarchy)
(Hopper, SAMCRO)
(Hopper, Steve Howey)
(Hopper, Las Vegas)
(Matthew Alan, Mark Petrie)
(Matthew Alan, Lochán Mór)
(Matthew Alan, Bainne)
(Matthew Alan, Sons of Anarchy)
(Kia Ghanezi, Tig)
(Kia Ghanezi, Hal Ozsan)
(Kia Ghanezi, Straw)
(Kia Ghanezi, Amir Ghanezi)
(Darren Keefe, Turas)
(Darren Keefe, Scrum)
(Darren Keefe, Sons of Anarchy)
(Elyda, Abel Teller)
(Elyda, SAMCRO)
(Elyda, Thomas Teller Jr.)
(Elyda, Fernanda Andrade)
(Marcos de la Cruz, CCH Pounder)
(Marcos de la Cruz, David Marciano)
(Marcos de la Cruz, Kenny Johnson)
(Marcos de la Cruz, Michael Chiklis)
(Marcos de la Cruz, Benito Martinez)
(Marcos de la Cruz, Sons of Anarchy)
(Marcos de la Cruz, David Rees Snell)
(Marcos de la Cruz, Jim Cody Williams)
(Marcos de la Cruz, Walton Goggins)
(Marcos de la Cruz, Mike Cochrane)
(Marcos de la Cruz, Estevez - List of Appearances)
(Marcos de la Cruz, Estevez)
(Marcos de la Cruz, Jay Karnes)
(Dakota Mitchell, Seeds)
(Dakota Mitchell, Sons of Anarchy)
(Season 2, Vic Trammel)
(Season 2, Jimmy O'Phelan)
(Season 2, Jaye Razor)
(Season 2, Polly Zobelle)
(Season 2, Chibs Telford)
(Season 2, AJ Weston)
(Season 2, Happy Lowman)
(Season 2, Kevin Kearns)
(Season 2, Juice Ortiz)
(Season 2, Tig Trager)
(Season 2, Dayton Callie)
(Season 2, Mark Boone Junior)
(Season 2, Tom Arnold)
(Season 2, David J. Wright)
(Season 2, Theo Rossi)
(Season 2, Kim Coates)
(Season 2, Michael Ornstein)
(Season 2, Half Sack Epps)
(Season 2, Duke Weston)
(Season 2, Callard Harris)
(Season 2, Piney Winston)
(Season 2, Kenneth Choi)
(Season 2, Mary Winston)
(Season 2, Jack LoGiudice)
(Season 2, Luke Moran)
(Season 2, Johnny Lewis)
(Season 2, Titus Welliver)
(Season 2, Lela Cortines)
(Season 2, June Stahl)
(Season 2, Adam Arkin)
(Season 2, Adrian LaTourelle)
(Season 2, Dennis Keiffer)
(Season 2, Kenny Winston)
(Season 2, Ernest Darby)
(Season 2, Margaret Murphy)
(Season 2, Chris Collins)
(Season 2, Ally Walker)
(Season 2, Misha Green)
(Season 2, Ethan Zobelle)
(Season 2, William Lucking)
(Season 2, Paul Maibaum)
(Season 2, Art Linson)
(Season 2, Estevez)
(Season 2, Ryan Hurst)
(Season 2, Kristen Renton)
(Season 2, Dendrie Taylor)
(Season 2, Dave Erickson)
(Season 2, Kevin Corcoran)
(Season 2, FX)
(Season 2, Ellie Winston)
(Season 2, Ron Perlman)
(Season 2, Stevie Long)
(Season 2, Brett Conrad)
(Season 2, Gwyneth Horder-Payton)
(Season 2, Julie Ariola)
(Season 2, Aaron Refvem)
(Season 2, Georgie's Muscle)
(Season 2, Luann Delaney)
(Season 2, Wayne Unser)
(Season 2, Chuck Marstein)
(Season 2, Bellina Logan)
(Season 2, Emily Putner)
(Season 2, Stephen T. Kay)
(Season 2, Kurt Sutter)
(Season 2, Gemma Teller Morrow)
(Season 2, Opie Winston)
(Season 2, Cleo King)
(Season 2, Elliott Oswald)
(Season 2, Fiona Larkin)
(Season 2, Neeta)
(Season 2, Squirrel)
(Season 2, Cliff Weston)
(Season 2, Nicholas Guest)
(Season 2, McNally Sagal)
(Season 2, Edmond Hayes)
(Season 2, Emilio Rivera)
(Season 2, Regina Corrado)
(Season 2, Ima Tite)
(Season 2, Sarah Jones)
(Season 2, Maggie Siff)
(Season 2, Marcos de la Cruz)
(Season 2, Trenton Rogers)
(Season 2, David Labrava)
(Season 2, Winter Ave Zoli)
(Season 2, Tara Knowles)
(Season 2, John Abendroth)
(Season 2, Charlie Hunnam)
(Season 2, Katey Sagal)
(Season 2, John Linson)
(Season 2, Tommy Flanagan)
(Season 2, Gill)
(Season 2, Izzy)
(Season 2, Patrick St. Esprit)
(Season 2, Georgie Caruso)
(Season 2, Paris Barclay)
(Season 2, E.R. Ruiz)
(Season 2, Marcus Alvarez)
(Season 2, Cori Uchida)
(Season 2, Lyla Winston)
(Season 2, Laroy Wayne)
(Season 2, Jason Matthew Smith)
(Season 2, Guy Ferland)
(Season 2, Terrence O'Hara)
(Season 2, Billy Gierhart)
(Season 2, Mitch Pileggi)
(Season 2, Henry Rollins)
(Season 2, Craft)
(Season 2, Henry Lin)
(Season 2, Ule)
(Season 2, Olivia Burnette)
(Season 2, Bobby Munson)
(Season 2, Half-Sack)
(Season 2, Jamie McShane)
(Season 2, David Hale)
(Season 2, Cameron Hayes)
(Season 2, Jeff Kober)
(Season 2, Phil Abraham)
(Season 2, Candy Eglee)
(Season 2, Brady Dahl)
(Season 2, Sons of Anarchy)
(Season 2, Liz Sagal)
(Season 2, Jax Teller)
(Season 2, Tory Kittles)
(Season 2, John Teller)
(Season 2, Marya Delver)
(Season 2, Jacob Hale Jr.)
(Season 2, Tayler Sheridan)
(Season 2, Clay Morrow)
(Charlie Barosky, Charles Barosky)
(Ima Tite, Tara Knowles)
(Ima Tite, The Push)
(Ima Tite, Kristen Renton)
(Ima Tite, Fa Guan)
(Ima Tite, Widening Gyre)
(Ima Tite, Jax Teller)
(Adria Lang, Sons of Anarchy)
(Caroline Choi, Eureka)
(Service, Filip 'Chibs' Telford)
(Service, Henry Rollins)
(Service, Dayton Callie)
(Service, Winter Ave Zoli)
(Service, Jimmy O'Phelan)
(Service, Maggie Siff)
(Service, Gemma Teller Morrow)
(Service, Kim Coates)
(Service, Estevez)
(Service, Balm)
(Service, Mary Winston)
(Service, Jackson 'Jax' Teller)
(Service, Kip 'Half-Sack' Epps)
(Service, Mark Boone Junior)
(Service, Season 2)
(Service, Julie Ariola)
(Service, Marcos de la Cruz)
(Service, Theo Rossi)
(Service, Harry 'Opie' Winston)
(Service, Sons of Anarchy)
(Service, Charlie Hunnam)
(Service, Bobby 'Elvis' Munson)
(Service, Luke Moran)
(Service, Kevin Kearns)
(Service, Tommy Flanagan)
(Service, Jack LoGiudice)
(Service, The Culling)
(Service, Titus Welliver)
(Service, June Stahl)
(Service, Jason Matthew Smith)
(Service, Cameron Hayes)
(Service, Cori Uchida)
(Service, Johnny Lewis)
(Service, Lyla)
(Service, Kurt Sutter)
(Service, Piermont 'Piney' Winston)
(Service, Tayler Sheridan)
(Service, Katey Sagal)
(Service, Ron Perlman)
(Service, Ally Walker)
(Service, Kane)
(Service, Alex 'Tig' Trager)
(Service, William Lucking)
(Service, Ule)
(Service, AJ Weston)
(Service, Ryan Hurst)
(Service, Jamie McShane)
(Service, Clarence 'Clay' Morrow)
(Service, David Hale)
(Service, Ethan Zobelle)
(Service, Marcus Alvarez)
(Service, Phil Abraham)
(Service, Juan Carlos 'Juice' Ortiz)
(Service, Brady Dahl)
(Service, Tony Perez)
(Service, Tara Knowles)
(Service, Emilio Rivera)
(Service, Wayne Unser)
(Service, Adam Arkin)
(Sergeant-at-Arms, Gemma Teller Morrow)
(Sergeant-at-Arms, John Teller)
(Sergeant-at-Arms, Lenny Janowitz)
(Sergeant-at-Arms, Vice President)
(Sergeant-at-Arms, Keith McGee)
(Sergeant-at-Arms, Benny)
(Sergeant-at-Arms, Liam O'Neill)
(Sergeant-at-Arms, Chibs Telford)
(Sergeant-at-Arms, Tig Trager)
(Sergeant-at-Arms, Happy Lowman)
(Sergeant-at-Arms, First 9)
(Sergeant-at-Arms, Clay Morrow)
(Sergeant-at-Arms, Reggie)
(Sergeant-at-Arms, President)
(Sergeant-at-Arms, Little Paul)
(Sergeant-at-Arms, Bobby Munson)
(Sergeant-at-Arms, Jax Teller)
(Sergeant-at-Arms, Lobos Sonora Cartel)
(Sergeant-at-Arms, Huff)
(Sergeant-at-Arms, Herman Kozik)
(Hands, Filip 'Chibs' Telford)
(Hands, Gemma Teller Morrow)
(Hands, Bobby 'Elvis' Munson)
(Hands, Dayton Callie)
(Hands, Romero 'Romeo' Parada)
(Hands, Kim Coates)
(Hands, Margaret Murphy)
(Hands, Maggie Siff)
(Hands, Jackson 'Jax' Teller)
(Hands, Rafi)
(Hands, Danny Trejo)
(Hands, Piermont 'Piney' Winston)
(Hands, George 'Ratboy' Skogstrom)
(Hands, Ray McKinnon)
(Hands, Peter Weller)
(Hands, Mark Boone Junior)
(Hands, Emilio Rivera)
(Hands, Laroy Wayne)
(Hands, Jesse Garcia)
(Hands, Theo Rossi)
(Hands, David Labrava)
(Hands, Sons of Anarchy)
(Hands, Charlie Hunnam)
(Hands, Chris Collins)
(Hands, Niko Nicotera)
(Hands, Tommy Flanagan)
(Hands, Terrence Edwards)
(Hands, Rockmond Dunbar)
(Hands, Clarence 'Clay' Morrow)
(Hands, E.R. Ruiz)
(Hands, Homeless Woman)
(Hands, Kurt Sutter)
(Hands, Benito Martinez)
(Hands, Christopher Michael)
(Hands, Katey Sagal)
(Hands, Gill)
(Hands, Al Vicente)
(Hands, Matt Orduna)
(Hands, Lincoln Potter)
(Hands, Balian)
(Hands, Steve Wilcox)
(Hands, Alex 'Tig' Trager)
(Hands, William Lucking)
(Hands, Tory Kittles)
(Hands, Ryan Hurst)
(Hands, Harry 'Opie' Winston)
(Hands, Matt Riedy)
(Hands, Marcus Alvarez)
(Hands, Juan Carlos 'Juice' Ortiz)
(Hands, Call of Duty)
(Hands, Ron Perlman)
(Hands, Alphonse Medina)
(Hands, Kiss)
(Hands, Season 4)
(Hands, Christopher Douglas Reed)
(Hands, Tara Knowles)
(Hands, Coley Mustafa Speaks)
(Hands, Luis Torres)
(Hands, Eli Roosevelt)
(Hands, Wayne Unser)
(Hands, Olivia Burnette)
(Hands, Philip 'Filthy Phil' Russell)
(Hands, McNally Sagal)
(Malcolm-Jamal Warner, Sticky)
(Malcolm-Jamal Warner, Sticky - List of Appearances)
(Malcolm-Jamal Warner, Sons of Anarchy)
(Nate Meineke, SAMCRO)
(Nate Meineke, Russell Meineke)
(Nate Meineke, Militia)
(Nate Meineke, Tim de Zarn)
(Nate Meineke, AK-51)
(Nate Meineke, Piney)
(Sheila Shaw, Orca Shrugged)
(Sheila Shaw, Fa Guan)
(Christopher Backus, Adam Greenblatt)
(Christopher Backus, Greensleeves)
(Christopher Backus, Sons of Anarchy)
(SOA Oregon Leader, Joe Rose)
(SOA Oregon Leader, Tig Trager)
(SOA Oregon Leader, SAMCRO)
(SOA Oregon Leader, Eureka)
(SOA Oregon Leader, Clay Morrow)
(SOA Oregon Leader, Sons of Anarchy Motorcycle Club)
(Meth Dealer, Chad Lindberg)
(Meth Dealer, Nordics)
(Winston, Kenny Winston)
(Winston, Piermont 'Piney' Winston)
(Winston, Donna Winston)
(Winston, Harry 'Opie' Winston)
(Winston, Ellie Winston)
(Winston, Mary Winston)
(Joe Keyes, The Mad King)
(Joe Keyes, Sons of Anarchy)
(Paul Darrigo, Burnt and Purged Away)
(Paul Darrigo, Sons of Anarchy)
(Georgie, Georgie Caruso)
(Greensleeves, Jimmy Smits)
(Greensleeves, Kurt Sutter)
(Greensleeves, Gemma Teller Morrow)
(Greensleeves, Dayton Callie)
(Greensleeves, Kim Coates)
(Greensleeves, Josh Wingate)
(Greensleeves, Brooke Putner)
(Greensleeves, Chibs Telford)
(Greensleeves, Adam Greenblatt)
(Greensleeves, Juice Ortiz)
(Greensleeves, Wendy Case)
(Greensleeves, Ryder Londo)
(Greensleeves, Niko Nicotera)
(Greensleeves, Josh Botana)
(Greensleeves, Mark Boone Junior)
(Greensleeves, Smoke 'em if You Got 'em)
(Greensleeves, Tommy Flanagan)
(Greensleeves, Moses Cartwright)
(Greensleeves, Theo Rossi)
(Greensleeves, David Labrava)
(Greensleeves, Sons of Anarchy)
(Greensleeves, Winsome)
(Greensleeves, Charlie Hunnam)
(Greensleeves, Rusty Coones)
(Greensleeves, SAMCRO)
(Greensleeves, Rane Quinn)
(Greensleeves, Loutreesha Haddem)
(Greensleeves, Drea de Matteo)
(Greensleeves, Christopher Backus)
(Greensleeves, Emilio Rivera)
(Greensleeves, Michael Marisi Ornstein)
(Greensleeves, Jacob Vargas)
(Greensleeves, Harlan Hodge)
(Greensleeves, Tyler)
(Greensleeves, Arjay Smith)
(Greensleeves, Katey Sagal)
(Greensleeves, Inbar Lavi)
(Greensleeves, Ratboy Skogstrom)
(Greensleeves, Minnie Scarlet)
(Greensleeves, Marc Lear)
(Greensleeves, Andy McDermott)
(Greensleeves, Abel Teller)
(Greensleeves, Hayley McFarland)
(Greensleeves, Allesandro Montez)
(Greensleeves, Bobby Munson)
(Greensleeves, Evan Londo)
(Greensleeves, Chuck Marstein)
(Greensleeves, Paris Barclay)
(Greensleeves, Marcus Alvarez)
(Greensleeves, April Grace)
(Greensleeves, Gladys Rodriguez)
(Greensleeves, Season 7)
(Greensleeves, Happy Lowman)
(Greensleeves, Jax Teller)
(Greensleeves, Mo McRae)
(Greensleeves, Mathew St. Patrick)
(Greensleeves, Grant McQueen)
(Greensleeves, Nero Padilla)
(Greensleeves, Tig Trager)
(Greensleeves, Wayne Unser)
(Greensleeves, The Separation of Crows)
(Greensleeves, Jonathan Haddem)
(Ablation, Filip 'Chibs' Telford)
(Ablation, Gemma Teller Morrow)
(Ablation, Dayton Callie)
(Ablation, Kim Coates)
(Ablation, Margaret Murphy)
(Ablation, Maggie Siff)
(Ablation, Damon Pope)
(Ablation, Jackson 'Jax' Teller)
(Ablation, Mark Boone Junior)
(Ablation, Clarence 'Clay' Morrow)
(Ablation, Toad's Wild Ride)
(Ablation, Theo Rossi)
(Ablation, Winter Ave Zoli)
(Ablation, Sons of Anarchy)
(Ablation, Charlie Hunnam)
(Ablation, Bobby 'Elvis' Munson)
(Ablation, Ray Barnes)
(Ablation, Tommy Flanagan)
(Ablation, David Labrava)
(Ablation, Rockmond Dunbar)
(Ablation, Karen Gaviola)
(Ablation, Frankie Diamonds)
(Ablation, Lyla Winston)
(Ablation, Andare Pescare)
(Ablation, Mo McRae)
(Ablation, Tyler)
(Ablation, Eli Roosevelt)
(Ablation, Katey Sagal)
(Ablation, Ron Perlman)
(Ablation, Mike Daniels)
(Ablation, Jimmy Smits)
(Ablation, Alex 'Tig' Trager)
(Ablation, Antonio D. Charity)
(Ablation, Season 5)
(Ablation, Neron 'Nero' Padilla)
(Ablation, Chuck Marstein)
(Ablation, Michael Ornstein)
(Ablation, Juan Carlos 'Juice' Ortiz)
(Ablation, Chuck Zito)
(Ablation, Philip 'Filthy Phil' Russell)
(Ablation, Happy)
(Ablation, Christopher Douglas Reed)
(Ablation, Tara Knowles)
(Ablation, Harold Perrineau)
(Ablation, Wayne Unser)
(Ablation, Jaime Zevallos)
(Ablation, McNally Sagal)
(Eileen Grubba, Precious Ryan)
(Eileen Grubba, Oiled)
(Eileen Grubba, Sons of Anarchy)
(Stockton Police Department, Desmond Harnigan)
(Stockton Police Department, Charles Barosky)
(Fa Guan, Filip 'Chibs' Telford)
(Fa Guan, Gemma Teller Morrow)
(Fa Guan, Dayton Callie)
(Fa Guan, Ule)
(Fa Guan, Tayler Sheridan)
(Fa Guan, Lela Cortines)
(Fa Guan, Maggie Siff)
(Fa Guan, Henry Rollins)
(Fa Guan, Kim Coates)
(Fa Guan, Balm)
(Fa Guan, Otto 'Big Otto' Delaney)
(Fa Guan, Piermont 'Piney' Winston)
(Fa Guan, Ima)
(Fa Guan, Jackson 'Jax' Teller)
(Fa Guan, Kip 'Half-Sack' Epps)
(Fa Guan, Mark Boone Junior)
(Fa Guan, Season 2)
(Fa Guan, Sheila Shaw)
(Fa Guan, Mitch Pileggi)
(Fa Guan, Theo Rossi)
(Fa Guan, David Labrava)
(Fa Guan, Winter Ave Zoli)
(Fa Guan, Sons of Anarchy)
(Fa Guan, Marya Delver)
(Fa Guan, Bobby 'Elvis' Munson)
(Fa Guan, Brett Conrad)
(Fa Guan, Tommy Flanagan)
(Fa Guan, Harry 'Opie' Winston)
(Fa Guan, Dennis Keiffer)
(Fa Guan, Ellie Winston)
(Fa Guan, Jason Matthew Smith)
(Fa Guan, John Abendroth)
(Fa Guan, Homeless Woman)
(Fa Guan, Kurt Sutter)
(Fa Guan, Ernest Darby)
(Fa Guan, Katey Sagal)
(Fa Guan, Happy)
(Fa Guan, David Hale)
(Fa Guan, Johnny Lewis)
(Fa Guan, Ron Perlman)
(Fa Guan, Alex 'Tig' Trager)
(Fa Guan, Stephen T. Kay)
(Fa Guan, William Lucking)
(Fa Guan, Kenny Winston)
(Fa Guan, Clay Morrow)
(Fa Guan, AJ Weston)
(Fa Guan, Henry Lin)
(Fa Guan, Ryan Hurst)
(Fa Guan, Kenneth Choi)
(Fa Guan, Clarence 'Clay' Morrow)
(Fa Guan, Chuck Marstein)
(Fa Guan, Ethan Zobelle)
(Fa Guan, Michael Ornstein)
(Fa Guan, Michael O'Neill)
(Fa Guan, Juan Carlos 'Juice' Ortiz)
(Fa Guan, Kristen Renton)
(Fa Guan, Izzy)
(Fa Guan, Stockton State Prison)
(Fa Guan, Liz Sagal)
(Fa Guan, Jax Teller)
(Fa Guan, Tara Knowles)
(Fa Guan, Charlie Hunnam)
(Fa Guan, Wayne Unser)
(Fa Guan, Olivia Burnette)
(Fa Guan, Adam Arkin)
(Fa Guan, Chris Coy)
(Fa Guan, Lyla)
(Fa Guan, Potlatch)
(Fa Guan, Candy Eglee)
(Terrence Edwards, Hands)
(Terrence Edwards, Sons of Anarchy)
(Grim Bastards, Lander Jackson)
(Grim Bastards, Marcus Alvarez)
(Grim Bastards, Sons of Anarchy)
(Grim Bastards, Opie Winston)
(Grim Bastards, Darker Dan)
(Grim Bastards, T.O. Cross)
(Grim Bastards, Dulain)
(Grim Bastards, SAMCRO)
(Grim Bastards, Russian Mafia)
(Grim Bastards, Clay Morrow)
(Grim Bastards, Season 3)
(Grim Bastards, Mayan)
(Grim Bastards, Lodi)
(Grim Bastards, Sticky)
(Grim Bastards, Calaveras)
(Grim Bastards, Edgar)
(Grim Bastards, Randall Hightower)
